Unnamed: 0,Unnamed: 1,"Schweizerische Eidgenossenschaft
Confédération suisse
Confederazione Svizzera
Confederaziun svizra",Swiss automatic road traffic counts (SARTC),Unnamed: 4,Unnamed: 5,Unnamed: 6,source_file
295,OESCHGEN (AB),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
306,VILLARS-SUR-GLÂNE (AR),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
315,ZUCHWIL (AB),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
319,BUONAS (AB),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
333,BAVOIS (AR),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
353,WORB W,,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
354,SAANENMOESER,,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
359,LA CIBOURG,,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
365,CORGEMONT W,,,2025-04-01 00:00:00,2025-04-30 00:00:00,Transfered to canton,April_2025.xlsx
381,BIRRHARD E (AB),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
382,BIRRHARD W (AB),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
395,GSTAAD S,,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
501,"SUGIEZ, LE PÉAGE N",,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
521,CAVIANO DOGANA DIRINELLA,,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
535,"LAUSANNE, BELMONT (AR)",,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
538,MONTREUX (AR),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
581,"WOLLISHOFEN, ENTLISBERG (AB) - ZH1213",,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
601,"ST.GALLEN, SCHORENTUNNEL",,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
604,"SEVELEN, RASTPLATZ (AB)",,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
605,"ST.GALLEN, ANSCHL. BREITFELD",,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
607,THALWIL (AB) - ZH104,,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
639,WINTERTHUR TOESS (AB) - ZH105,,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
692,GLARUS S,,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
726,ECUVILLENS (AR),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
749,CHAMPFER S,,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
769,HERBLINGEN,,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
780,CAMORINO,,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
816,SISSACH (AB),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
837,SCHWAMENDINGEN (AB),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
856,OBEROHRINGEN (AB),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
,,,,,,"Source: Federal Roads Office (FEDRO) / Traffic Monitoring
Questions: verkehrsdaten@astra.admin.ch",June_2025.xlsx
,Year :,2025,Class of vehicle :,volume - motor vehicle,,,June_2025.xlsx
,Month :,6,Road network :,National and principal road network,,,June_2025.xlsx
,,June,Direction of traffic :,2 directions,,© FEDRO,June_2025.xlsx
Nr.,Measuring station,,,from,until,Notes,June_2025.xlsx
005,SCHWANDEN N,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
009,"BRUENIG, LETZI",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
016,"TWANN, WINGREIS (AS)",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
020,"UMF. ZUERICH N, AFFOLTERN (AB)",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
033,EPTINGEN N (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
038,STARRKIRCH,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
047,LAUFENBURG W,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
075,"BOWIL, BORI",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
077,CHIASSO-BROGEDA (AS),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
079,SEEBERG N,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
081,"MUTTENZ, HARD (AB)",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
097,"BADEN, BAREGGTUNNEL (AB)",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
100,CIRCONVAL. BELLINZONA (AS),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
105,BAAR N (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
114,BRUETTISELLEN N (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
115,"LUZERN, REUSSPORTTUNNEL (AB)",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
116,GRANDVAUX N (AR),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
125,WUERENLINGEN,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
126,"LUZERN, SONNENBERGTUNNEL (AB)",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
139,LUTERBACH (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
141,SULGEN E,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
143,"BASEL, GRENZBRUECKE (AB)",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
147,CONT. DE BULLE (AR),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
155,"GLETSCH N, GRIMSEL",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
169,"FLUELA, TSCHUGGEN",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
171,SATTEL N,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
179,SAIGNELEGIER W,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
188,LA CURE,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
189,LE LOCLE E,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
190,"NOIRAIGUE, CLUSETTE",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
204,LAVORGO S (AS),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
206,"YVERDON, EPENDES (AR)",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
210,"AUGST S, VERZW. A2/A3 (AB)",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
220,"MUELLIGEN, VERZW. A3/A1 (AB)",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
227,"OFENPASS, BUFFALORA",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
234,"YVERDON, TUN. DE POMY (AR)",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
237,GRENCHEN (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
242,HEGNAU W (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
247,ONNENS VD (AR),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
262,"SUSTENPASS, MEIEN",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
265,MOLENO N (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
274,WUERENLOS (AB) - AG1401,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
280,SCHAFISHEIM (AB) - AG1410,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
287,"WEININGEN, GUBRIST (AB)",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
288,NIEDERBIPP (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
291,RENENS (AR),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
295,OESCHGEN (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
298,OTHMARSINGEN (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
306,VILLARS-SUR-GLÂNE (AR),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
315,ZUCHWIL (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
319,BUONAS (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
321,"BASEL, ANSCHLUSS WIESE,  A3 (AB)",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
331,CHATEL ST. DENIS (AR),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
333,BAVOIS (AR),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
353,WORB W,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
354,SAANENMOESER,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
359,LA CIBOURG,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
365,CORGEMONT W,,,2025-06-01 00:00:00,2025-06-30 00:00:00,Transfered to canton,June_2025.xlsx
381,BIRRHARD E (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
382,BIRRHARD W (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
395,GSTAAD S,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
501,"SUGIEZ, LE PÉAGE N",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
506,SOLDUNO N,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
521,CAVIANO DOGANA DIRINELLA,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
535,"LAUSANNE, BELMONT (AR)",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
538,MONTREUX (AR),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
581,"WOLLISHOFEN, ENTLISBERG (AB) - ZH1213",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
601,"ST.GALLEN, SCHORENTUNNEL",,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
607,THALWIL (AB) - ZH104,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
639,WINTERTHUR TOESS (AB) - ZH105,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
686,ADLIKON (AB) - ZH4889,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
692,GLARUS S,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
726,ECUVILLENS (AR),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
749,CHAMPFER S,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
764,HIRZEL,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
769,HERBLINGEN,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
779,DOUANE VALLORBE,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
780,CAMORINO,,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
816,SISSACH (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
817,EFFINGEN (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
837,SCHWAMENDINGEN (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
856,OBEROHRINGEN (AB),,,2025-06-01 00:00:00,2025-06-30 00:00:00,No data,June_2025.xlsx
,,,,,,"Source: Federal Roads Office (FEDRO) / Traffic Monitoring
Questions: verkehrsdaten@astra.admin.ch",May_2025.xlsx
,Year :,2025,Class of vehicle :,volume - motor vehicle,,,May_2025.xlsx
,Month :,5,Road network :,National and principal road network,,,May_2025.xlsx
,,Mai,Direction of traffic :,2 directions,,© FEDRO,May_2025.xlsx
Nr.,Measuring station,,,from,until,Notes,May_2025.xlsx
005,SCHWANDEN N,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
010,"HOSPENTAL S, ST. GOTTHARD",,,2025-05-01 00:00:00,2025-05-15 00:00:00,Winter closing,May_2025.xlsx
016,"TWANN, WINGREIS (AS)",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
020,"UMF. ZUERICH N, AFFOLTERN (AB)",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
032,DEITINGEN (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
033,EPTINGEN N (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
047,LAUFENBURG W,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
067,"NATERS, BITSCH",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
070,"BASEL, SCHWARZWALDBR. (AB)",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
075,"BOWIL, BORI",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
077,CHIASSO-BROGEDA (AS),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
079,SEEBERG N,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
100,CIRCONVAL. BELLINZONA (AS),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
105,BAAR N (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
113,"BASEL, SCHWARZWALDBR. LOKALVERK.",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
114,BRUETTISELLEN N (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
116,GRANDVAUX N (AR),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
125,WUERENLINGEN,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
126,"LUZERN, SONNENBERGTUNNEL (AB)",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
139,LUTERBACH (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
141,SULGEN E,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
143,"BASEL, GRENZBRUECKE (AB)",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
147,CONT. DE BULLE (AR),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
155,"GLETSCH N, GRIMSEL",,,2025-05-01 00:00:00,2025-05-27 00:00:00,Pass closed,May_2025.xlsx
169,"FLUELA, TSCHUGGEN",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
171,SATTEL N,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
179,SAIGNELEGIER W,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
186,ST-GINGOLPH E,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
188,LA CURE,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
189,LE LOCLE E,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
190,"NOIRAIGUE, CLUSETTE",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
200,"GENEVE, BARDONNEX (AR)",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
204,LAVORGO S (AS),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
206,"YVERDON, EPENDES (AR)",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
210,"AUGST S, VERZW. A2/A3 (AB)",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
220,"MUELLIGEN, VERZW. A3/A1 (AB)",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
234,"YVERDON, TUN. DE POMY (AR)",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
237,GRENCHEN (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
240,"UMF. ZUERICH N, SEEBACH (AB)",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
242,HEGNAU W (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
247,ONNENS VD (AR),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
260,"FURKAPASS, TIEFENBACH",,,2025-05-01 00:00:00,2025-05-27 00:00:00,Pass closed,May_2025.xlsx
262,"SUSTENPASS, MEIEN",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
263,NUFENENPASS,,,2025-05-01 00:00:00,2025-05-27 00:00:00,Pass closed,May_2025.xlsx
264,KLAUSENPASS W,,,2025-05-01 00:00:00,,Winter closing,May_2025.xlsx
265,MOLENO N (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
274,WUERENLOS (AB) - AG1401,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
280,SCHAFISHEIM (AB) - AG1410,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
287,"WEININGEN, GUBRIST (AB)",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
288,NIEDERBIPP (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
291,RENENS (AR),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
295,OESCHGEN (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
306,VILLARS-SUR-GLÂNE (AR),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
315,ZUCHWIL (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
319,BUONAS (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
321,"BASEL, ANSCHLUSS WIESE,  A3 (AB)",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
333,BAVOIS (AR),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
353,WORB W,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
354,SAANENMOESER,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
359,LA CIBOURG,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
365,CORGEMONT W,,,2025-05-01 00:00:00,2025-05-31 00:00:00,Transfered to canton,May_2025.xlsx
381,BIRRHARD E (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
382,BIRRHARD W (AB),,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
395,GSTAAD S,,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
501,"SUGIEZ, LE PÉAGE N",,,2025-05-01 00:00:00,2025-05-31 00:00:00,No data,May_2025.xlsx
